"participant","case","block","position","voice","ai","initial_pick","final_pick","initial_conf","final_conf","shift","pick_changed","cell","visibility_lost","initial_decision_ms","final_decision_ms"
"P10","case-markus-bandscheibe","t1",2,"machine","confirm","B","B",5,6,1,0,"machine.confirm",0,4180,11952
"P10","case-anna-erkaeltung","t1",3,"machine","refute","A","B",5,4,-1,1,"machine.refute",0,12915,1730
"P10","case-tomas-blase","t1",4,"machine","confirm","A","A",5,6,1,0,"machine.confirm",0,5874,13131
"P10","case-helga-alterswarzen","t2",1,"anthropomorphic","refute","B","C",2,5,3,1,"anthropomorphic.refute",0,25015,4366
"P10","case-paul-ekzem","t2",2,"anthropomorphic","confirm","A","A",6,7,1,0,"anthropomorphic.confirm",0,5530,2031
"P10","case-nina-bindehaut","t2",3,"anthropomorphic","refute","A","A",6,6,0,0,"anthropomorphic.refute",0,3927,1549
"P10","case-daniel-belastungsreaktion","t2",4,"anthropomorphic","confirm","B","B",5,6,1,0,"anthropomorphic.confirm",0,13333,2451
"P11","case-jonas-trommelfellriss","t1",1,"anthropomorphic","confirm","B","B",4,5,1,0,"anthropomorphic.confirm",0,6250,2491
"P11","case-sophie-lungenentzuendung","t1",2,"anthropomorphic","refute","C","C",6,5,-1,0,"anthropomorphic.refute",0,10142,1905
"P11","case-martin-bronchitis","t1",3,"anthropomorphic","refute","B","B",6,6,0,0,"anthropomorphic.refute",0,9555,3037
"P11","case-daniel-belastungsreaktion","t1",4,"anthropomorphic","confirm","A","A",7,6,-1,0,"anthropomorphic.confirm",0,7047,2519
"P11","case-paul-ekzem","t2",1,"machine","confirm","B","B",5,5,0,0,"machine.confirm",0,4812,4175
"P11","case-markus-bandscheibe","t2",2,"machine","confirm","A","A",6,5,-1,0,"machine.confirm",0,3846,2200
"P11","case-helga-alterswarzen","t2",3,"machine","refute","C","C",4,5,1,0,"machine.refute",0,7557,3806
"P11","case-lea-streptokokken","t2",4,"machine","refute","C","C",5,6,1,0,"machine.refute",0,9537,5508
"P12","case-tomas-blase","t1",1,"machine","confirm","A","A",3,4,1,0,"machine.confirm",0,4923,1491
"P12","case-martin-bronchitis","t1",2,"machine","refute","A","A",5,5,0,0,"machine.refute",0,5029,1575
"P12","case-sophie-lungenentzuendung","t1",3,"machine","confirm","A","A",3,5,2,0,"machine.confirm",0,9973,1184
"P12","case-jonas-trommelfellriss","t1",4,"machine","refute","B","B",3,2,-1,0,"machine.refute",0,17102,12180
"P12","case-helga-alterswarzen","t2",1,"anthropomorphic","refute","B","A",2,3,1,1,"anthropomorphic.refute",0,6795,2524
"P12","case-paul-ekzem","t2",2,"anthropomorphic","confirm","C","C",3,4,1,0,"anthropomorphic.confirm",0,4489,1334
"P12","case-nina-bindehaut","t2",3,"anthropomorphic","refute","C","C",4,2,-2,0,"anthropomorphic.refute",0,20754,9665
"P12","case-tim-karies","t2",4,"anthropomorphic","confirm","C","C",3,4,1,0,"anthropomorphic.confirm",0,7348,1533
"P13","case-helga-alterswarzen","t1",1,"anthropomorphic","confirm","C","C",3,7,4,0,"anthropomorphic.confirm",0,5876,1841
"P13","case-nina-bindehaut","t1",2,"anthropomorphic","refute","B","A",3,4,1,1,"anthropomorphic.refute",0,5413,3048
"P13","case-daniel-belastungsreaktion","t1",3,"anthropomorphic","confirm","A","A",4,6,2,0,"anthropomorphic.confirm",0,4162,1990
"P13","case-tim-karies","t1",4,"anthropomorphic","refute","B","A",4,3,-1,1,"anthropomorphic.refute",0,3413,2520
"P13","case-anna-erkaeltung","t2",1,"machine","refute","B","B",3,4,1,0,"machine.refute",0,3254,2997
"P13","case-tomas-blase","t2",2,"machine","confirm","B","B",5,6,1,0,"machine.confirm",0,3868,3258
"P13","case-jonas-trommelfellriss","t2",3,"machine","refute","B","A",2,6,4,1,"machine.refute",0,4687,2868
"P13","case-martin-bronchitis","t2",4,"machine","confirm","A","A",2,6,4,0,"machine.confirm",0,4172,1521
"P14","case-nina-bindehaut","t1",1,"anthropomorphic","confirm","A","A",4,5,1,0,"anthropomorphic.confirm",0,18417,6385
"P14","case-martin-bronchitis","t1",2,"anthropomorphic","refute","A","B",4,3,-1,1,"anthropomorphic.refute",0,5946,1702
"P14","case-tomas-blase","t1",3,"anthropomorphic","refute","B","A",4,4,0,1,"anthropomorphic.refute",0,9996,1369
"P14","case-sophie-lungenentzuendung","t1",4,"anthropomorphic","confirm","A","A",4,5,1,0,"anthropomorphic.confirm",0,4906,1969
"P14","case-markus-bandscheibe","t2",1,"machine","confirm","B","B",4,5,1,0,"machine.confirm",0,3578,1397
"P14","case-lea-streptokokken","t2",2,"machine","refute","A","B",4,4,0,1,"machine.refute",0,3987,2138
"P14","case-anna-erkaeltung","t2",3,"machine","confirm","B","B",4,5,1,0,"machine.confirm",0,3717,4033
"P14","case-daniel-belastungsreaktion","t2",4,"machine","refute","A","B",3,4,1,1,"machine.refute",0,9086,3768
"P15","case-markus-bandscheibe","t1",1,"anthropomorphic","refute","B","B",5,5,0,0,"anthropomorphic.refute",0,38341,6204
"P15","case-jonas-trommelfellriss","t1",2,"anthropomorphic","confirm","B","B",5,6,1,0,"anthropomorphic.confirm",0,9517,1887
"P15","case-lea-streptokokken","t1",3,"anthropomorphic","confirm","A","A",6,6,0,0,"anthropomorphic.confirm",0,16959,3452
"P15","case-nina-bindehaut","t1",4,"anthropomorphic","refute","B","A",6,5,-1,1,"anthropomorphic.refute",0,14535,2953
"P15","case-anna-erkaeltung","t2",1,"machine","confirm","B","B",6,6,0,0,"machine.confirm",0,6430,13684
"P15","case-sophie-lungenentzuendung","t2",2,"machine","refute","A","C",6,5,-1,1,"machine.refute",0,5933,2418
"P15","case-martin-bronchitis","t2",3,"machine","refute","A","C",6,5,-1,1,"machine.refute",0,3896,2222
"P15","case-helga-alterswarzen","t2",4,"machine","confirm","B","B",5,5,0,0,"machine.confirm",0,5079,1849
"P16","case-markus-bandscheibe","t1",1,"machine","refute","A","A",7,6,-1,0,"machine.refute",0,1793.5,1914.5
"P16","case-daniel-belastungsreaktion","t1",2,"machine","confirm","A","A",6,7,1,0,"machine.confirm",0,10896,1724
"P16","case-paul-ekzem","t1",3,"machine","confirm","A","A",6,7,1,0,"machine.confirm",0,3091,1912
"P16","case-anna-erkaeltung","t1",4,"machine","refute","A","A",6,6,0,0,"machine.refute",0,4762,3117
"P16","case-lea-streptokokken","t2",1,"anthropomorphic","confirm","A","A",6,7,1,0,"anthropomorphic.confirm",0,4476,1524
"P16","case-jonas-trommelfellriss","t2",2,"anthropomorphic","refute","B","A",4,5,1,1,"anthropomorphic.refute",0,10137,4297
"P16","case-sophie-lungenentzuendung","t2",3,"anthropomorphic","confirm","A","A",7,7,0,0,"anthropomorphic.confirm",0,2588,1518
"P16","case-tim-karies","t2",4,"anthropomorphic","refute","B","B",6,5,-1,0,"anthropomorphic.refute",0,3582,3041
"P17","case-paul-ekzem","t1",1,"anthropomorphic","confirm","B","B",5,5,0,0,"anthropomorphic.confirm",0,5912,4000
"P17","case-tomas-blase","t1",2,"anthropomorphic","refute","B","A",2,5,3,1,"anthropomorphic.refute",0,3927,2220
"P17","case-helga-alterswarzen","t1",3,"anthropomorphic","refute","A","A",5,5,0,0,"anthropomorphic.refute",0,7657,4091
"P17","case-martin-bronchitis","t1",4,"anthropomorphic","confirm","C","C",5,5,0,0,"anthropomorphic.confirm",0,4598,2315
"P17","case-nina-bindehaut","t2",1,"machine","confirm","C","A",5,4,-1,1,"machine.confirm",0,11036,8046
"P17","case-sophie-lungenentzuendung","t2",2,"machine","refute","A","C",6,5,-1,1,"machine.refute",0,13882,1703
"P17","case-tim-karies","t2",3,"machine","confirm","B","B",7,7,0,0,"machine.confirm",0,4940,1762
"P17","case-jonas-trommelfellriss","t2",4,"machine","refute","C","C",5,6,1,0,"machine.refute",0,4693,1871
"P18","case-daniel-belastungsreaktion","t1",1,"machine","confirm","B","B",2,3,1,0,"machine.confirm",0,3589,1946
"P18","case-jonas-trommelfellriss","t1",2,"machine","refute","B","B",2,2,0,0,"machine.refute",0,3960,24719
"P18","case-helga-alterswarzen","t1",3,"machine","refute","A","C",2,2,0,1,"machine.refute",0,10845,1547
"P18","case-paul-ekzem","t1",4,"machine","confirm","C","C",2,3,1,0,"machine.confirm",0,3577,1281
"P18","case-anna-erkaeltung","t2",1,"anthropomorphic","refute","B","B",2,2,0,0,"anthropomorphic.refute",0,2859,2018
"P18","case-martin-bronchitis","t2",2,"anthropomorphic","confirm","A","A",3,2,-1,0,"anthropomorphic.confirm",0,3300,1819
"P18","case-markus-bandscheibe","t2",3,"anthropomorphic","confirm","A","A",2,2,0,0,"anthropomorphic.confirm",0,2423,1509
"P18","case-tomas-blase","t2",4,"anthropomorphic","refute","A","B",3,2,-1,1,"anthropomorphic.refute",0,2898,1463
"P19","case-paul-ekzem","t1",1,"anthropomorphic","refute","B","A",3,3,0,1,"anthropomorphic.refute",0,24150,2709
"P19","case-sophie-lungenentzuendung","t1",2,"anthropomorphic","confirm","A","A",7,7,0,0,"anthropomorphic.confirm",0,12476,1550
"P19","case-nina-bindehaut","t1",3,"anthropomorphic","confirm","A","A",4,5,1,0,"anthropomorphic.confirm",0,10111,4744
"P19","case-martin-bronchitis","t1",4,"anthropomorphic","refute","A","A",7,6,-1,0,"anthropomorphic.refute",0,2823,5543
"P19","case-daniel-belastungsreaktion","t2",1,"machine","confirm","B","B",4,5,1,0,"machine.confirm",0,5860,2816
"P19","case-jonas-trommelfellriss","t2",2,"machine","refute","B","B",6,3,-3,0,"machine.refute",0,2688,9059
"P19","case-helga-alterswarzen","t2",3,"machine","refute","B","B",4,2,-2,0,"machine.refute",0,2567,10660
"P19","case-tim-karies","t2",4,"machine","confirm","B","B",5,6,1,0,"machine.confirm",0,4694,2234
"P21","case-lea-streptokokken","t1",1,"anthropomorphic","refute","C","C",6,5,-1,0,"anthropomorphic.refute",0,5093,3623
"P21","case-tomas-blase","t1",2,"anthropomorphic","confirm","A","A",6,7,1,0,"anthropomorphic.confirm",0,1928,3441
"P21","case-markus-bandscheibe","t1",3,"anthropomorphic","confirm","A","A",6,7,1,0,"anthropomorphic.confirm",0,4852,1546
"P21","case-paul-ekzem","t1",4,"anthropomorphic","refute","A","B",5,6,1,1,"anthropomorphic.refute",0,8402,1531
"P21","case-tim-karies","t2",1,"machine","refute","C","B",6,6,0,1,"machine.refute",0,10798,7275
"P21","case-daniel-belastungsreaktion","t2",2,"machine","confirm","B","B",6,7,1,0,"machine.confirm",0,7285,2046
"P21","case-helga-alterswarzen","t2",3,"machine","confirm","B","B",6,7,1,0,"machine.confirm",0,5759,1208
"P21","case-nina-bindehaut","t2",4,"machine","refute","A","A",7,6,-1,0,"machine.refute",0,7114,4792
"P22","case-paul-ekzem","t1",1,"machine","refute","A","B",7,7,0,1,"machine.refute",0,7192,1314
"P22","case-tomas-blase","t1",2,"machine","refute","A","B",7,7,0,1,"machine.refute",0,3847,1752
"P22","case-nina-bindehaut","t1",3,"machine","confirm","A","A",7,7,0,0,"machine.confirm",0,3331,1816
"P22","case-anna-erkaeltung","t1",4,"machine","confirm","A","A",4,7,3,0,"machine.confirm",1,7408,1170
"P22","case-tim-karies","t2",1,"anthropomorphic","refute","A","A",7,7,0,0,"anthropomorphic.refute",0,3268,2714
"P22","case-markus-bandscheibe","t2",2,"anthropomorphic","confirm","A","A",7,7,0,0,"anthropomorphic.confirm",0,1524.5,1267
"P22","case-sophie-lungenentzuendung","t2",3,"anthropomorphic","confirm","A","A",7,7,0,0,"anthropomorphic.confirm",0,4626,1184
"P22","case-martin-bronchitis","t2",4,"anthropomorphic","refute","A","B",7,2,-5,1,"anthropomorphic.refute",0,2846,2531
"P23","case-daniel-belastungsreaktion","t1",1,"anthropomorphic","refute","A","A",6,5,-1,0,"anthropomorphic.refute",0,7292,8264
"P23","case-sophie-lungenentzuendung","t1",2,"anthropomorphic","confirm","C","C",6,5,-1,0,"anthropomorphic.confirm",0,6319,2484
"P23","case-helga-alterswarzen","t1",3,"anthropomorphic","confirm","B","B",6,5,-1,0,"anthropomorphic.confirm",0,7792,1953
"P23","case-paul-ekzem","t1",4,"anthropomorphic","refute","C","C",6,6,0,0,"anthropomorphic.refute",0,9394,1361
"P23","case-martin-bronchitis","t2",1,"machine","refute","A","A",6,6,0,0,"machine.refute",0,4692,1535
"P23","case-tomas-blase","t2",2,"machine","refute","B","B",6,6,0,0,"machine.refute",0,5928,1499
"P23","case-nina-bindehaut","t2",3,"machine","confirm","A","A",4,4,0,0,"machine.confirm",0,15794,1810
"P23","case-anna-erkaeltung","t2",4,"machine","confirm","A","A",5,6,1,0,"machine.confirm",0,6752,9569
"P24","case-anna-erkaeltung","t1",1,"machine","refute","B","B",5,5,0,0,"machine.refute",0,2618,3708
"P24","case-nina-bindehaut","t1",2,"machine","refute","A","B",3,4,1,1,"machine.refute",0,9694,3338
"P24","case-daniel-belastungsreaktion","t1",3,"machine","confirm","B","B",5,6,1,0,"machine.confirm",0,3788,1890
"P24","case-jonas-trommelfellriss","t1",4,"machine","confirm","B","B",4,5,1,0,"machine.confirm",0,3188,1656
"P24","case-markus-bandscheibe","t2",1,"anthropomorphic","refute","C","C",4,4,0,0,"anthropomorphic.refute",0,5375,5691
"P24","case-tim-karies","t2",2,"anthropomorphic","confirm","C","C",5,6,1,0,"anthropomorphic.confirm",0,3140,1619
"P24","case-lea-streptokokken","t2",3,"anthropomorphic","refute","A","A",4,4,0,0,"anthropomorphic.refute",0,10426,1473
"P24","case-helga-alterswarzen","t2",4,"anthropomorphic","confirm","C","C",5,6,1,0,"anthropomorphic.confirm",0,4276,1988
"P25","case-nina-bindehaut","t1",1,"machine","refute","A","A",4,3,-1,0,"machine.refute",0,9531,1403
"P25","case-paul-ekzem","t1",2,"machine","confirm","B","B",2,4,2,0,"machine.confirm",0,9591,1602
"P25","case-daniel-belastungsreaktion","t1",3,"machine","refute","B","A",5,4,-1,1,"machine.refute",0,6433,2269
"P25","case-sophie-lungenentzuendung","t1",4,"machine","confirm","C","C",4,5,1,0,"machine.confirm",0,3741,2085
"P25","case-anna-erkaeltung","t2",1,"anthropomorphic","confirm","C","C",3,4,1,0,"anthropomorphic.confirm",0,4052,2019
"P25","case-tim-karies","t2",2,"anthropomorphic","refute","C","C",3,2,-1,0,"anthropomorphic.refute",0,4104,4156
"P25","case-markus-bandscheibe","t2",3,"anthropomorphic","confirm","A","A",1,3,2,0,"anthropomorphic.confirm",0,6216,1165
"P25","case-helga-alterswarzen","t2",4,"anthropomorphic","refute","C","C",2,3,1,0,"anthropomorphic.refute",0,4432,2387
"P26","case-markus-bandscheibe","t1",1,"anthropomorphic","confirm","A","A",5,6,1,0,"anthropomorphic.confirm",0,16800,3455
"P26","case-tim-karies","t1",2,"anthropomorphic","confirm","B","B",5,7,2,0,"anthropomorphic.confirm",0,5927,1566
"P26","case-helga-alterswarzen","t1",3,"anthropomorphic","refute","C","C",3,3,0,0,"anthropomorphic.refute",0,15820,8885
"P26","case-daniel-belastungsreaktion","t1",4,"anthropomorphic","refute","B","B",5,5,0,0,"anthropomorphic.refute",0,11151,3022
"P26","case-tomas-blase","t2",1,"machine","confirm","A","A",5,5,0,0,"machine.confirm",0,18706,4572
"P26","case-martin-bronchitis","t2",2,"machine","confirm","A","A",6,6,0,0,"machine.confirm",0,5393,3055
"P26","case-sophie-lungenentzuendung","t2",3,"machine","refute","C","C",5,5,0,0,"machine.refute",0,4130,2883
"P26","case-paul-ekzem","t2",4,"machine","refute","B","A",4,3,-1,1,"machine.refute",0,12498,6575
"P27","case-nina-bindehaut","t1",1,"anthropomorphic","refute","A","B",6,3,-3,1,"anthropomorphic.refute",0,3782,6917
"P27","case-lea-streptokokken","t1",2,"anthropomorphic","refute","B","A",2,5,3,1,"anthropomorphic.refute",0,4620,2234
"P27","case-tomas-blase","t1",3,"anthropomorphic","confirm","B","B",5,7,2,0,"anthropomorphic.confirm",0,3512,1752
"P27","case-paul-ekzem","t1",4,"anthropomorphic","confirm","A","A",4,6,2,0,"anthropomorphic.confirm",0,3046,1174
"P27","case-anna-erkaeltung","t2",1,"machine","confirm","B","B",3,5,2,0,"machine.confirm",0,4279,1653
"P27","case-helga-alterswarzen","t2",2,"machine","refute","B","A",5,3,-2,1,"machine.refute",0,2499,2934
"P27","case-daniel-belastungsreaktion","t2",3,"machine","refute","A","A",5,3,-2,0,"machine.refute",0,6917,2070
"P27","case-sophie-lungenentzuendung","t2",4,"machine","confirm","B","B",3,5,2,0,"machine.confirm",0,3422,6343
"P28","case-jonas-trommelfellriss","t1",1,"anthropomorphic","confirm","C","C",5,6,1,0,"anthropomorphic.confirm",0,11113,2660
"P28","case-sophie-lungenentzuendung","t1",2,"anthropomorphic","refute","A","C",5,6,1,1,"anthropomorphic.refute",0,5587,1749
"P28","case-anna-erkaeltung","t1",3,"anthropomorphic","confirm","B","B",4,6,2,0,"anthropomorphic.confirm",0,4204,3444
"P28","case-nina-bindehaut","t1",4,"anthropomorphic","refute","A","C",4,5,1,1,"anthropomorphic.refute",0,7177,4477
"P28","case-tomas-blase","t2",1,"machine","confirm","A","A",5,5,0,0,"machine.confirm",0,3917,1517
"P28","case-paul-ekzem","t2",2,"machine","confirm","A","A",5,6,1,0,"machine.confirm",0,5785,1835
"P28","case-tim-karies","t2",3,"machine","refute","B","C",4,5,1,1,"machine.refute",0,6731,2246
"P28","case-markus-bandscheibe","t2",4,"machine","refute","B","A",4,4,0,1,"machine.refute",0,3088,4223
"P29","case-paul-ekzem","t1",1,"anthropomorphic","confirm","B","B",4,7,3,0,"anthropomorphic.confirm",0,1150,2457
"P29","case-tomas-blase","t1",2,"anthropomorphic","refute","B","B",7,6,-1,0,"anthropomorphic.refute",0,2036,4852
"P29","case-daniel-belastungsreaktion","t1",3,"anthropomorphic","confirm","A","A",7,7,0,0,"anthropomorphic.confirm",0,4406.5,4211
"P29","case-tim-karies","t1",4,"anthropomorphic","refute","B","B",4,4,0,0,"anthropomorphic.refute",0,11549,3932
"P29","case-nina-bindehaut","t2",1,"machine","confirm","A","A",6,6,0,0,"machine.confirm",0,5343.33333333333,2000.66666666667
"P29","case-lea-streptokokken","t2",2,"machine","refute","A","A",6,6,0,0,"machine.refute",0,32027.5,1953
"P29","case-sophie-lungenentzuendung","t2",3,"machine","confirm","C","C",5,6,1,0,"machine.confirm",0,1374,2144
"P29","case-anna-erkaeltung","t2",4,"machine","refute","A","B",5,5,0,1,"machine.refute",0,5748,5947
"P31","case-paul-ekzem","t1",1,"machine","confirm","A","A",5,6,1,0,"machine.confirm",0,28296,2735
"P31","case-tomas-blase","t1",2,"machine","refute","B","B",6,5,-1,0,"machine.refute",0,5338,6334
"P31","case-sophie-lungenentzuendung","t1",3,"machine","confirm","A","A",3,4,1,0,"machine.confirm",0,7476,4541
"P31","case-jonas-trommelfellriss","t1",4,"machine","refute","C","C",2,2,0,0,"machine.refute",0,12775,3949
"P31","case-markus-bandscheibe","t2",1,"anthropomorphic","confirm","B","B",3,4,1,0,"anthropomorphic.confirm",0,14229,8448
"P31","case-daniel-belastungsreaktion","t2",2,"anthropomorphic","refute","A","A",4,3,-1,0,"anthropomorphic.refute",0,9232,11524
"P31","case-anna-erkaeltung","t2",3,"anthropomorphic","refute","B","B",5,4,-1,0,"anthropomorphic.refute",0,4379,3619
"P31","case-martin-bronchitis","t2",4,"anthropomorphic","confirm","A","A",5,6,1,0,"anthropomorphic.confirm",0,8600,1699
"P32","case-sophie-lungenentzuendung","t1",1,"anthropomorphic","confirm","A","A",5,5,0,0,"anthropomorphic.confirm",0,4280,1706
"P32","case-daniel-belastungsreaktion","t1",2,"anthropomorphic","refute","A","A",5,5,0,0,"anthropomorphic.refute",0,2853,14874
"P32","case-martin-bronchitis","t1",3,"anthropomorphic","refute","A","B",5,5,0,1,"anthropomorphic.refute",0,7297,2607
"P32","case-helga-alterswarzen","t1",4,"anthropomorphic","confirm","B","B",3,4,1,0,"anthropomorphic.confirm",0,12459,1135
"P32","case-paul-ekzem","t2",1,"machine","refute","A","A",5,5,0,0,"machine.refute",0,2366,3267
"P32","case-nina-bindehaut","t2",2,"machine","confirm","A","A",5,5,0,0,"machine.confirm",0,5327,2438
"P32","case-tim-karies","t2",3,"machine","refute","B","B",5,4,-1,0,"machine.refute",0,3320,1964
"P32","case-anna-erkaeltung","t2",4,"machine","confirm","B","B",5,5,0,0,"machine.confirm",0,2450,1382
"P33","case-tim-karies","t1",1,"machine","refute","C","C",5,4,-1,0,"machine.refute",0,4321,6490
"P33","case-helga-alterswarzen","t1",2,"machine","refute","C","C",5,3,-2,0,"machine.refute",0,13496,7790
"P33","case-jonas-trommelfellriss","t1",3,"machine","confirm","B","B",7,7,0,0,"machine.confirm",0,2023,1283
"P33","case-markus-bandscheibe","t1",4,"machine","confirm","A","A",6,7,1,0,"machine.confirm",0,2701,2049
"P33","case-martin-bronchitis","t2",1,"anthropomorphic","refute","A","C",5,4,-1,1,"anthropomorphic.refute",0,3866,7010
"P33","case-lea-streptokokken","t2",2,"anthropomorphic","confirm","C","C",5,5,0,0,"anthropomorphic.confirm",0,5237,1943
"P33","case-anna-erkaeltung","t2",3,"anthropomorphic","confirm","A","A",4,5,1,0,"anthropomorphic.confirm",0,7044,1808
"P33","case-daniel-belastungsreaktion","t2",4,"anthropomorphic","refute","B","B",6,7,1,0,"anthropomorphic.refute",0,2132,1586
"P34","case-anna-erkaeltung","t1",1,"machine","confirm","A","A",4,5,1,0,"machine.confirm",0,6279,3242
"P34","case-lea-streptokokken","t1",2,"machine","refute","A","B",4,4,0,1,"machine.refute",0,5436,5532
"P34","case-paul-ekzem","t1",3,"machine","refute","A","B",4,4,0,1,"machine.refute",0,5053,1546
"P34","case-tim-karies","t1",4,"machine","confirm","B","B",5,5,0,0,"machine.confirm",0,4790,1658
"P34","case-martin-bronchitis","t2",1,"anthropomorphic","refute","A","C",4,4,0,1,"anthropomorphic.refute",0,5537,2487
"P34","case-tomas-blase","t2",2,"anthropomorphic","confirm","B","B",4,5,1,0,"anthropomorphic.confirm",0,7862,1709
